Area (sqft),Living Area (sqft),Bedrooms,Bathrooms,Garage,Age of House (years),Location Score,Price (INR),Number of Floors
2177,1534,1,2,1,25,2,10246500,1
1977,1429,4,2,1,8,8,10886500,3
2039,1545,4,2,0,25,9,10725500,4
1361,1141,1,2,1,24,10,6994500,1
940,639,4,3,1,20,1,5830000,4
982,866,1,3,0,14,5,5289000,2
1603,1221,5,2,1,18,4,9103500,1
2156,1837,3,3,0,14,5,11172000,3
899,681,4,1,1,21,9,5625500,2
738,613,1,3,1,11,3,4301000,3
958,589,1,2,0,8,1,4901000,2
1435,1205,4,3,0,15,3,8107500,1
2122,1606,2,1,0,5,4,10449000,3
2227,1636,1,3,0,19,2,10641500,3
2582,1635,4,2,0,27,1,12729000,2
1903,1565,1,1,0,26,1,8593500,3
3130,2001,2,1,1,14,8,15155000,2
1508,991,3,3,1,12,4,8396000,2
1734,1106,2,1,0,20,2,8303000,2
2786,1677,5,1,0,22,10,14297000,2
1595,1273,4,1,0,9,3,8547500,1
3082,2099,2,2,1,13,8,15159000,2
3156,2035,3,1,1,28,6,15192000,4
2920,2032,1,3,1,2,8,14550000,3
2751,2062,4,3,1,29,10,14249500,4
1837,1379,2,1,0,11,5,9096500,1
2384,1693,3,3,1,24,3,12048000,4
3409,2551,2,1,1,0,6,16590500,3
3434,2500,5,3,1,23,10,17743000,4
764,646,4,1,0,20,8,4838000,1
1598,972,1,1,1,15,5,7791000,2
3167,2724,3,1,0,9,5,15421500,4
1907,1283,2,2,1,8,3,9721500,1
3164,2583,4,3,1,17,3,15998000,1
1256,906,2,1,1,0,8,7002000,3
3260,2243,4,2,0,9,1,16140000,3
2811,2205,5,2,1,6,4,14779500,4
2509,2084,2,1,1,9,9,12510500,2
2646,1944,5,1,0,11,6,13687000,1
2711,2006,3,1,1,10,6,13549500,4
1740,1074,5,1,1,8,10,10020000,1
2489,2183,4,1,1,29,7,12520500,1
866,739,3,3,1,4,7,5817000,2
2445,1758,2,1,1,26,6,11732500,2
2308,1914,2,1,0,3,9,11576000,4
2893,2007,4,3,1,19,8,14988500,2
3042,2491,1,2,1,27,8,14399000,2
2110,1593,1,3,0,12,2,10255000,4
1075,793,2,2,0,7,7,6047500,2
1576,972,4,2,1,15,1,8592000,3
1807,1607,1,3,1,0,10,9681500,1
1643,1398,5,1,1,16,8,9323500,1
2560,2145,2,2,0,14,3,12390000,1
1157,800,5,1,1,23,9,7046500,1
1617,1110,4,3,0,14,5,9046500,4
2205,1702,5,2,0,17,7,11832500,1
1482,1265,1,1,0,25,7,7019000,1
2794,2459,1,2,1,5,9,13773000,1
1265,861,3,2,1,1,2,7222500,1
3267,2555,2,3,1,4,4,16171500,3
2371,1937,4,1,0,18,8,12109500,1
3467,2315,2,1,1,6,5,16681500,3
1463,1056,5,2,1,8,5,8723500,4
1181,775,4,1,0,1,3,6844500,2
1294,1047,4,2,0,6,5,7553000,1
1851,1590,1,3,0,28,7,9019500,2
2210,1907,5,3,0,28,4,11685000,2
1839,1473,1,1,0,23,8,8715500,4
3054,2150,1,3,1,13,6,14833000,2
998,796,3,3,0,25,6,5791000,3
2546,2187,1,1,1,23,6,11947000,2
1314,1035,2,2,0,22,4,6673000,2
1303,943,4,3,1,29,3,7383500,2
3408,2985,1,1,1,14,10,16206000,1
3146,2675,2,1,0,11,6,15037000,1
2314,2000,5,1,0,19,6,12033000,3
2572,2240,4,3,1,3,2,13564000,3
681,489,5,3,0,25,10,5164500,1
1203,1032,2,2,0,12,9,6623500,3
2570,1981,5,2,0,28,4,13105000,1
2310,1412,5,2,0,8,4,12335000,4
2646,2092,5,2,0,11,10,14087000,2
3419,2534,1,2,0,9,8,16305500,2
1502,1025,1,2,0,8,3,7449000,3
964,859,1,1,0,20,10,4938000,1
762,469,4,2,1,22,7,5089000,1
3158,2790,2,3,1,6,7,15791000,3
2463,1595,1,2,0,24,2,11403500,1
715,509,5,3,0,11,3,5247500,4
2984,2163,5,2,1,15,4,15378000,2
1480,1212,5,1,0,14,2,8180000,3
3384,2249,5,1,0,6,9,17258000,3
1439,1289,3,3,0,7,10,8335500,1
2794,2304,4,2,0,6,6,14353000,3
1946,1628,2,1,1,10,1,9557000,4
3090,1952,2,1,0,3,1,14695000,1
3484,2588,1,2,1,27,8,16388000,1
1636,1445,3,3,0,17,6,8822000,1
1542,1050,2,3,1,18,10,8429000,1
2324,1495,4,3,1,6,7,12638000,4
2934,2187,5,1,1,29,6,14773000,1
3367,2959,1,2,0,26,2,15431500,3
1737,1295,4,1,0,26,3,8846500,4
3127,2255,2,1,0,12,8,15031500,2
621,493,3,1,1,8,4,4084500,2
2349,2069,1,1,0,28,8,10910500,3
1282,788,2,2,0,29,3,6339000,3
2433,1571,1,1,1,26,2,11178500,4
2967,1898,2,1,0,17,7,14161500,2
725,453,5,3,1,29,1,4982500,2
876,604,3,1,0,6,3,5072000,2
2599,1738,5,2,1,19,2,13465500,2
1827,1396,2,1,1,15,5,9121500,2
2841,1983,4,2,1,22,2,14194500,1
1295,934,5,2,1,27,10,7837500,3
1909,1684,4,2,1,4,5,10510500,1
656,424,2,3,1,6,3,4332000,2
618,442,3,3,1,5,9,4781000,4
2911,1971,4,1,0,28,10,14439500,4
3441,2631,2,1,1,1,9,16864500,2
712,584,4,1,0,27,8,4464000,2
1141,964,5,2,0,6,5,7164500,4
3294,2485,2,2,0,20,10,15923000,1
1178,1008,5,2,1,8,7,7541000,1
1688,1410,1,1,0,12,2,7956000,2
624,403,2,1,1,28,3,3348000,1
2172,1463,4,1,0,26,2,10754000,4
2648,2122,1,1,1,16,10,12746000,1
2172,1938,5,3,1,16,1,11754000,2
740,527,5,3,0,14,3,5300000,4
2367,1583,4,3,1,17,4,12461500,1
1247,1073,1,1,0,23,9,6101500,3
2835,1870,3,3,1,14,2,14227500,4
800,647,4,3,1,10,9,5800000,4
856,522,5,1,0,24,1,5122000,3
1146,694,2,3,1,26,9,6437000,3
2841,2089,1,1,0,26,6,13064500,4
3350,2669,3,1,0,11,8,16355000,3
1401,900,2,1,0,22,3,6814500,2
1541,1277,1,2,1,16,8,7864500,2
1013,646,4,1,0,11,9,6188500,2
2614,1986,4,3,0,6,7,13793000,4
1981,1371,1,3,0,28,4,9454500,3
1698,1401,3,1,0,23,6,8581000,3
1509,1269,1,2,1,6,6,7820500,1
787,487,2,2,1,28,2,4231500,1
2615,1720,2,2,0,27,2,12327500,3
1913,1660,4,3,0,20,5,10258500,3
2692,1950,1,2,0,27,1,12324000,3
2730,2028,4,2,0,22,5,13695000,4
1746,1135,3,1,0,9,10,9277000,3
957,859,2,2,0,15,3,5156500,1
2151,1886,5,2,1,10,3,11679500,4
1689,1014,5,2,0,15,8,9600500,3
2280,1744,1,1,0,1,3,10890000,1
3022,2603,1,1,0,24,3,13769000,4
761,554,5,2,0,1,1,5354500,3
2969,2170,1,3,0,17,8,14320500,3
1049,748,2,3,0,4,10,6340500,3
2097,1276,3,1,1,13,10,10926500,4
1636,1369,3,2,1,7,6,8972000,1
2831,2086,4,3,0,5,8,14839500,1
2758,2094,2,2,1,27,3,13171000,2
2550,1725,1,1,0,8,6,12115000,3
3155,2635,1,3,1,5,2,15247500,2
1913,1603,4,1,0,20,3,9758500,2
2942,2253,4,2,0,16,4,14719000,1
1838,1601,1,1,0,7,9,9081000,4
1573,998,1,1,1,2,4,7888500,4
1231,1029,2,1,1,11,7,6619500,1
2190,1680,4,1,0,12,8,11415000,4
1650,1104,2,3,0,17,5,8535000,2
3380,2162,1,2,1,22,2,15720000,3
2188,1510,5,3,0,10,8,12146000,1
2968,2543,5,2,0,1,5,15486000,3
2293,1917,1,2,0,13,5,11008500,4
1036,822,4,2,1,0,7,6762000,3
3428,2149,5,2,1,26,6,17256000,4
2156,1911,4,2,0,14,3,11172000,4
1676,1159,5,3,0,28,7,9432000,2
1904,1489,4,2,1,17,1,10028000,4
3373,2836,5,1,0,21,4,16658500,2
2678,1713,4,3,0,17,4,13711000,2
2984,2374,2,3,0,16,6,14608000,2
782,476,4,2,0,0,6,5419000,1
3191,2012,2,1,1,13,10,15549500,1
2069,1690,2,1,0,19,8,10130500,4
2079,1344,1,2,0,23,1,9645500,2
2189,1604,2,2,0,21,7,10780500,1
2187,1475,3,1,1,15,4,10991500,2
1259,914,2,3,1,3,6,7255500,3
759,472,4,3,1,21,10,5445500,3
3059,2528,2,2,0,5,9,15115500,3
1611,1004,4,3,0,24,3,8719500,4
652,555,4,3,0,15,8,4834000,2
3055,2440,3,1,1,19,3,14767500,3
3494,2533,2,3,1,5,6,17273000,1
1645,1414,2,1,0,14,2,8022500,3
1653,1084,5,2,0,25,9,9288500,3
3350,2275,5,2,1,0,2,17225000,3
2907,1863,1,1,0,6,5,13711500,4
1828,1306,4,1,0,22,6,9486000,1
2094,1876,3,2,0,10,4,10723000,2
3423,2219,5,1,1,0,7,17603500,1
2089,1774,2,2,0,7,7,10610500,2
1635,1300,1,2,1,13,7,8297500,4
2550,1542,3,2,0,4,7,13045000,4
1449,1280,2,2,1,12,10,7930500,4
953,849,2,2,1,14,10,5658500,4
1698,1489,4,2,1,8,9,9681000,2
2339,1755,4,3,0,7,2,12285500,3
2064,1374,5,3,0,18,5,11278000,2
1590,1140,5,2,0,16,10,9235000,1
1864,1461,2,3,1,18,9,9828000,4
2484,1772,2,1,1,29,2,11648000,4
2409,1957,5,1,0,17,3,12350500,1
2941,2466,5,2,1,17,7,15294500,2
2856,1893,2,3,1,26,9,14132000,3
1711,1234,3,1,0,3,3,8889500,3
1417,1257,2,1,1,1,10,7806500,1
2399,1619,3,1,0,23,8,11835500,3
2560,1802,3,1,0,4,8,12940000,2
3037,1854,2,3,1,16,4,14896500,2
2972,2079,1,1,0,21,6,13754000,1
1488,1058,5,1,1,27,8,8406000,2
2455,1546,4,1,0,6,9,12777500,4
1780,1068,2,2,0,28,2,8550000,1
1267,978,3,1,0,15,1,6551500,2
1232,850,2,1,0,0,5,6594000,1
3224,1951,5,3,0,28,10,16548000,3
2242,1923,3,1,0,11,3,11119000,2
736,570,4,1,0,18,6,4652000,4
2546,1658,4,1,1,8,1,12897000,2
2297,1974,4,2,0,15,4,11836500,1
1027,694,1,3,0,28,6,5261500,1
2075,1386,3,3,1,29,2,10507500,2
3259,2830,3,2,1,6,8,16395500,4
1418,927,1,2,0,29,4,6701000,4
2788,2407,3,3,1,28,2,13736000,4
1706,1434,1,1,0,14,1,7947000,1
2824,1956,2,3,0,11,8,14088000,2
797,486,5,2,1,3,10,6076500,3
3271,2043,4,1,1,5,1,16219500,1
2595,1642,1,3,0,5,7,12827500,4
3338,2894,1,1,1,14,7,15741000,2
3048,2198,1,1,0,27,6,13976000,4
1070,652,2,2,0,2,8,6175000,3
2865,2197,1,3,1,1,10,14422500,4
2548,1687,5,2,0,4,1,13336000,4
1528,1024,5,3,1,7,1,9036000,3
2610,1691,4,3,1,18,1,13385000,2
3279,2717,2,1,1,20,6,15605500,1
1505,903,5,1,0,29,7,8242500,2
2822,2064,3,1,0,15,10,13999000,3
622,389,3,2,0,18,9,4189000,4
834,638,3,1,1,29,10,4923000,2
1724,1213,1,2,0,22,5,8268000,1
1528,929,1,1,1,15,1,7276000,3
1122,828,3,2,1,5,9,6849000,2
2408,1856,4,3,0,21,5,12466000,1
1030,694,4,2,1,0,6,6685000,3
1392,1154,1,2,0,17,9,7074000,1
2229,1585,3,2,1,21,2,11160500,3
2336,1926,4,3,0,7,3,12322000,4
1132,875,1,2,1,4,7,6214000,2
2346,2019,3,3,1,11,3,12137000,1
2275,1738,2,1,0,17,2,10797500,3
1916,1256,3,1,0,4,7,9992000,1
3457,2927,3,3,0,24,8,16976500,1
1512,1262,5,2,0,21,9,8734000,2
1724,1537,5,1,0,28,2,8998000,4
2125,1334,2,2,1,12,2,10572500,1
1927,1497,2,2,1,20,7,9771500,3
3187,2382,3,3,0,25,4,15541500,3
1623,1300,4,1,0,21,5,8533500,4
2176,1945,2,3,1,28,1,10632000,3
1978,1502,3,3,1,11,6,10631000,4
2119,1707,1,3,0,15,10,10635500,3
2281,1606,5,3,0,13,8,12504500,2
2597,1791,4,2,0,10,1,13136500,1
826,578,3,1,1,27,2,4527000,2
1859,1136,1,1,1,8,7,9205500,1
1472,1008,5,1,1,22,2,8134000,1
1491,971,1,2,1,9,9,7829500,1
2078,1531,3,2,0,15,6,10651000,2
1636,1207,2,3,0,18,5,8452000,1
2857,2370,5,3,0,9,7,15126500,2
3388,2543,1,3,1,25,10,16296000,4
996,735,2,3,1,20,8,5832000,3
1723,1153,4,1,0,3,9,9543500,3
2678,2291,3,3,0,26,6,13331000,1
1248,782,3,2,1,20,5,6916000,2
928,830,5,2,0,7,7,6286000,3
2082,1546,1,2,0,10,2,9969000,2
1551,1017,4,3,1,29,8,8749500,2
2605,1839,5,1,0,5,4,13522500,1
2616,1581,5,1,1,3,1,13612000,3
3268,2124,1,3,0,20,3,15356000,1
2478,1736,4,3,0,26,9,12881000,1
1796,1376,1,2,0,22,4,8542000,3
2372,1515,3,2,1,29,10,12044000,3
761,610,2,1,1,23,10,4414500,4
2351,2006,3,2,1,4,3,12099500,4
1375,1061,3,2,1,17,4,7497500,2
2427,1672,5,3,0,21,3,12751500,3
2921,1858,3,1,1,24,3,14064500,4
1651,998,4,3,0,2,2,9289500,2
2973,2436,3,1,0,6,6,14658500,2
1539,1213,4,3,0,23,10,8765500,2
1139,846,1,1,0,21,6,5505500,4
3135,1976,5,2,0,11,10,16287500,3
1421,940,4,1,0,2,4,7954500,1
2061,1740,3,1,0,16,8,10454500,2
1688,1255,5,3,1,2,6,10106000,4
955,848,5,1,0,10,8,6197500,4
834,750,4,1,1,5,6,5503000,1
2874,2414,4,1,0,10,9,14583000,1
2148,1455,2,3,1,3,3,11106000,4
2696,1804,2,1,0,16,3,12762000,3
717,484,5,3,1,21,2,5156500,1
2701,2420,2,2,0,0,10,13654500,4
2273,1592,3,3,1,11,6,11958500,1
3212,2607,1,1,1,23,7,14994000,3
1667,1479,5,2,1,2,7,9861500,2
2700,2283,1,1,0,15,5,12600000,1
1157,901,2,3,0,2,6,6666500,3
2415,1571,4,2,1,13,7,12707500,4
2605,1699,5,2,1,16,2,13552500,1
997,745,2,2,0,18,10,5626500,1
1274,1128,3,1,0,6,7,7063000,4
986,859,5,2,0,25,1,5887000,2
2758,1792,5,2,0,23,6,14151000,4
3261,2238,4,2,0,10,8,16474500,1
2664,2068,5,2,1,15,1,13788000,4
1483,1102,4,3,1,23,1,8213500,3
1140,724,2,1,1,18,6,6020000,4
770,547,3,1,1,4,5,4885000,1
3056,2708,3,2,0,0,3,15202000,4
1339,1185,5,3,0,24,10,8145500,2
2001,1536,5,2,1,23,10,11094500,4
2877,2274,2,1,0,9,7,13916500,2
718,478,4,1,0,17,7,4641000,3
3431,2822,3,1,1,9,7,16859500,2
3112,1916,4,2,1,0,6,16054000,4
2751,1832,2,2,0,28,4,13019500,1
3345,2012,3,3,1,12,9,16912500,2
2595,1857,3,3,0,3,9,13567500,3
2305,1970,1,1,1,24,7,10892500,2
2322,2077,2,1,0,11,7,11379000,2
2822,2258,2,3,1,23,8,13989000,2
3392,2793,1,1,0,15,5,15714000,3
2297,1559,4,3,0,18,9,12226500,4
2044,1545,1,2,0,25,6,9698000,2
2359,1936,2,1,1,11,7,11695500,2
2124,1591,4,1,0,5,7,11208000,1
1264,791,3,3,0,15,9,7338000,3
632,519,1,2,1,11,7,3824000,2
2702,1799,4,1,1,24,3,13379000,3
3166,1992,4,1,0,25,6,15447000,2
3403,2529,4,3,0,23,6,16953500,4
2659,1654,1,2,1,9,7,12985500,4
2151,1696,3,3,1,4,6,11549500,2
1319,1044,4,2,0,27,4,7195500,4
3202,2167,1,2,0,28,6,14849000,2
3020,2685,2,3,1,27,3,14550000,4
1083,917,1,3,0,24,1,5343500,1
1572,994,1,2,0,24,1,7344000,1
3270,2696,1,3,0,18,5,15505000,1
906,639,4,1,1,11,8,5807000,3
1056,871,1,1,1,7,3,5412000,3
2807,2358,2,1,0,3,2,13471500,1
930,600,4,1,0,25,8,5485000,3
3423,2733,2,1,0,6,9,16533500,4
824,707,5,3,1,25,9,5908000,2
3376,2353,1,2,0,23,2,15532000,2
2079,1297,4,3,1,22,8,11265500,2
1682,1022,4,1,0,4,2,8989000,1
1243,786,1,1,1,10,7,6393500,3
1215,730,3,3,0,16,8,7047500,4
794,554,3,3,1,27,1,4733000,4
1088,750,2,2,1,23,8,5986000,1
2804,1775,1,1,0,20,3,12868000,4
3257,2590,1,3,1,2,1,15716500,4
1849,1659,5,2,0,1,7,10550500,4
3059,2662,3,1,1,18,10,15155500,4
1702,1150,3,1,0,28,3,8349000,3
1747,1451,1,1,1,24,8,8431500,4
3118,2747,2,3,1,1,9,15811000,2
1841,1605,1,1,0,13,2,8624500,1
1115,964,2,1,1,25,1,5517500,3
2225,1859,3,2,0,0,8,11712500,4
1727,1187,5,3,0,15,10,10071500,3
992,620,4,2,0,14,6,6084000,4
1230,918,3,3,1,17,10,7345000,2
2447,1508,2,1,1,28,1,11451500,1
3255,2928,1,2,1,1,3,15627500,4
1579,1117,3,3,0,27,9,8515500,4
1033,916,5,3,0,10,9,6998500,4
3187,2651,2,1,1,20,6,15191500,4
877,634,1,1,0,16,3,4276500,1
832,528,4,2,1,12,8,5654000,1
2152,1444,2,2,1,11,6,10914000,2
2194,1759,1,3,0,25,1,10323000,1
1713,1454,4,2,0,23,6,9148500,4
3009,2689,1,1,0,1,5,14270500,2
625,399,4,2,0,21,8,4392500,2
2017,1304,4,2,1,20,2,10526500,2
3154,1932,4,3,0,17,7,16003000,4
2914,1976,1,1,0,9,6,13733000,3
1060,897,4,3,0,11,1,6400000,4
3103,2046,2,1,1,16,8,14993500,1
1691,1292,5,1,0,21,6,9189500,1
1606,1178,5,3,0,13,3,9217000,4
2594,1809,4,2,1,21,5,13253000,4
1090,856,5,3,1,18,7,7145000,2
1672,1255,5,2,1,12,9,9784000,4
3211,2249,4,3,0,23,4,15989500,2
815,657,4,3,1,24,2,5237500,1
2323,1588,2,2,1,2,3,11713500,2
2192,1738,3,2,0,24,7,11034000,4
3206,2844,1,2,0,7,8,15387000,1
758,620,4,3,1,4,5,5531000,3
3136,2275,4,2,0,21,3,15442000,2
1285,1059,5,2,0,27,1,7192500,1
3441,2899,2,2,1,27,10,16594500,2
2376,1657,5,1,0,11,1,12222000,1
2652,2152,4,2,0,0,2,13634000,1
2443,1784,4,2,1,20,5,12593500,2
3008,2543,5,2,1,25,3,15236000,3
3106,2138,4,1,0,15,7,15427000,1
2895,2551,3,1,1,25,2,13877500,1
2189,1690,1,2,1,11,2,10580500,1
2296,1620,1,2,0,22,3,10742000,3
3069,2227,1,2,0,16,1,14240500,3
2546,1793,3,2,0,25,2,12357000,4
2662,1713,4,1,1,8,5,13619000,2
3383,2099,5,2,1,12,3,17183500,3
1745,1215,2,1,0,22,10,8712500,2
2924,2156,4,3,0,3,6,15198000,4
2181,1545,3,1,0,26,2,10494500,2
3100,1872,3,3,0,3,8,15790000,3
3245,2510,1,1,1,26,4,14932500,2
3093,1990,4,1,1,14,3,15338500,3
2857,1895,1,1,1,9,5,13576500,2
3361,2138,2,2,1,22,8,16234500,3
2949,2229,1,1,1,5,9,14270500,3
2532,1591,2,2,1,2,1,12554000,2
2357,1595,3,1,0,29,4,11326500,4
2650,1949,1,1,1,24,6,12395000,1
1589,1033,1,3,1,14,6,8220500,4
2141,1571,5,1,1,5,9,11834500,2
1716,1206,3,2,1,10,1,9022000,4
3167,2717,5,3,0,1,5,16581500,3
1092,915,2,3,0,25,10,6114000,1
1219,1094,2,1,1,27,1,5945500,2
2978,2259,3,1,0,1,6,14781000,2
2980,2302,2,3,0,0,9,15060000,2
2697,2384,3,2,0,10,4,13436500,1
2146,1544,2,1,0,4,10,10877000,3
1462,1120,4,3,1,25,10,8529000,2
2291,1635,1,2,1,5,9,11509500,4
2205,1684,4,1,1,2,3,11582500,2
2919,1822,3,3,1,19,7,14755500,2
1179,984,3,3,1,4,5,7125500,2
2490,2230,4,1,0,19,10,12725000,2
1875,1161,1,2,1,8,1,9177500,3
3207,2694,1,2,1,27,7,15091500,4
3343,2248,5,3,0,18,8,17183500,3
2455,1618,2,2,0,4,6,12267500,4
3093,2499,5,3,1,22,1,15778500,2
1955,1198,1,1,0,11,9,9527500,1
1762,1302,4,2,1,11,7,9809000,3
956,574,2,1,0,15,6,5102000,1
2224,1704,4,3,1,6,4,12038000,3
2921,2157,5,1,1,13,3,14884500,2
2606,2279,3,2,1,21,4,12957000,3
2958,2413,4,1,1,8,1,14751000,2
1469,936,5,2,0,14,9,8680500,3
1485,1048,5,2,1,22,2,8392500,2
2601,2287,5,2,1,10,2,13654500,2
2801,2290,3,2,1,3,3,14144500,4
2013,1566,3,2,1,10,1,10358500,2
1883,1445,3,3,0,25,10,9973500,4
1219,876,2,1,0,8,3,6275500,2
1482,1149,3,3,1,5,4,8419000,1
1396,1160,3,1,1,16,9,7662000,2
2772,1769,3,1,0,8,5,13664000,1
1896,1689,4,1,1,26,6,9862000,1
1218,818,3,3,1,22,1,6741000,2
2434,1787,2,2,0,5,3,12003000,1
844,512,5,2,0,5,7,5948000,4
3495,2674,4,3,0,3,7,17817500,3
3097,2212,1,2,1,19,10,14906500,2
1529,1031,3,1,1,10,1,7980500,1
1870,1674,5,2,1,2,9,10875000,2
1119,815,5,2,1,23,1,6675500,4
3009,2179,4,2,0,23,7,15030500,2
607,448,1,1,0,17,2,2991500,2
3125,1983,2,2,0,15,9,15212500,1
2619,1880,5,2,0,20,9,13735500,4
1094,766,5,2,1,15,9,7123000,3
2229,1648,5,3,1,28,4,11920500,3
3480,2982,5,3,0,24,6,17580000,1
1662,1093,4,2,1,11,2,9109000,2
3240,2534,1,3,0,13,3,15370000,1
786,480,5,3,0,8,6,5777000,1
3401,2363,2,1,1,6,1,16184500,1
2477,1837,2,3,1,13,7,12586500,2
2740,1705,3,3,1,19,2,13700000,4
685,522,5,2,1,19,8,5152500,1
736,510,5,1,1,9,5,5232000,2
3068,2754,5,1,1,10,7,15806000,4
2721,2147,5,1,1,6,8,14374500,1
2236,1505,5,3,1,18,3,12102000,3
2818,1777,2,2,0,18,6,13621000,4
2351,1439,1,1,0,20,9,11129500,1
2817,1766,1,1,1,10,4,13326500,4
2387,1919,3,3,1,28,10,12331500,4
1471,1259,2,1,0,5,7,7669500,4
2969,1921,5,2,0,7,1,15170500,4
3103,2236,1,1,0,0,7,14813500,4
1543,1089,4,2,0,22,9,8553500,4
2226,1766,4,2,1,7,10,12127000,1
3437,2250,4,2,0,4,8,17386500,3
3260,2888,5,3,0,27,4,16430000,2
948,776,5,3,0,9,3,6336000,4
2276,2017,3,2,0,1,7,11872000,2
1796,1227,3,2,1,3,1,9522000,1
609,472,3,1,0,21,8,3820500,4
3387,2776,4,1,1,24,1,16361500,3
2061,1676,5,1,1,1,7,11454500,2
1266,767,4,3,1,14,6,7667000,4
3193,2872,3,1,1,19,10,15738500,1
2122,1864,5,2,1,9,8,11819000,3
2776,1765,2,2,0,20,6,13392000,2
1200,915,1,3,1,29,5,6120000,2
3252,2258,1,3,0,23,9,15524000,4
926,799,3,1,0,23,4,5007000,3
1579,1277,4,3,1,1,7,9385500,3
3051,2035,2,2,1,5,6,15079500,3
1228,749,5,2,0,21,10,7506000,3
2229,1532,4,3,1,28,6,11720500,1
3365,2057,3,2,1,13,5,16582500,3
873,560,4,3,1,4,2,5898500,2
1284,1015,3,2,0,23,4,6818000,2
715,588,1,1,0,25,1,3267500,1
1460,1080,1,3,1,1,9,8050000,2
2603,2030,4,3,1,13,9,13853500,2
1292,835,2,3,1,12,8,7324000,3
1705,1185,5,2,0,1,4,9752500,2
2971,2417,3,1,1,29,5,14289500,1
2761,1958,5,3,1,22,1,14284500,3
2392,1685,1,2,1,8,4,11654000,4
753,495,2,3,1,2,4,4898500,3
2500,1946,2,2,0,14,5,12220000,1
2027,1708,5,1,1,22,2,10631500,3
1889,1399,1,2,1,2,2,9410500,3
914,580,5,2,0,11,2,5893000,1
1664,1416,4,3,1,5,8,9738000,3
704,437,2,2,1,18,2,4058000,1
2524,1871,2,3,0,16,6,12538000,1
2513,1704,4,2,1,5,2,13058500,4
1816,1599,1,1,0,26,8,8552000,2
2024,1662,2,2,1,18,1,9948000,2
3001,2310,3,3,1,16,2,14934500,3
2372,1898,3,2,1,15,5,12074000,3
2560,1945,1,2,0,20,6,12120000,4
3380,2177,4,1,1,7,9,17070000,4
2203,1790,5,3,0,23,6,11853500,4
1308,978,1,1,0,23,8,6326000,1
1250,987,5,2,0,18,7,7515000,4
3471,2129,1,1,0,7,1,16029500,4
1546,993,3,2,0,19,2,7977000,3
1260,978,4,2,0,14,4,7190000,4
2746,2026,3,1,1,7,1,13517000,1
3235,2161,4,1,1,2,8,16467500,1
2929,1968,5,2,1,15,4,15130500,3
3050,2407,1,1,1,2,7,14685000,4
1732,1069,2,1,0,0,7,8944000,4
1299,948,2,2,1,7,8,7255500,1
2846,2154,4,3,1,23,9,14747000,4
2638,1826,4,1,0,8,9,13561000,4
2974,2516,3,1,1,21,7,14563000,4
2801,1728,2,3,0,11,9,14034500,2
1151,989,3,1,1,17,5,6339500,3
1004,820,5,2,1,16,10,6748000,2
1061,778,2,1,0,7,4,5634500,3
2779,2438,5,2,1,25,3,14205500,1
3438,2787,1,3,1,19,6,16441000,4
1473,1295,3,3,1,10,10,8578500,3
683,506,4,3,1,29,9,4893500,2
2022,1487,2,1,0,26,4,9579000,4
3401,2582,3,3,1,6,2,16934500,1
3275,2029,4,1,0,13,3,16027500,3
820,715,1,1,0,9,3,4160000,3
3200,2561,2,1,1,14,2,15170000,3
1991,1563,5,3,0,11,9,11289500,4
711,624,1,3,1,19,4,4069500,2
1214,1090,4,1,0,16,3,6693000,2
2181,1415,2,3,0,7,10,11374500,3
1074,885,2,1,0,25,6,5433000,1
3483,2695,1,3,0,13,8,16713500,1
2513,1855,2,2,1,24,8,12378500,2
870,777,4,3,1,25,10,5865000,1
3068,2623,1,3,1,14,6,14876000,2
2520,2038,5,3,1,24,5,13360000,3
3354,2397,1,1,0,24,7,15463000,2
1990,1591,1,1,1,27,3,9215000,2
639,485,5,2,1,27,10,4885500,3
2582,1742,4,2,1,26,2,12949000,1
2836,2084,3,2,0,10,8,14262000,2
1593,1057,3,1,0,11,9,8498500,2
2612,1959,5,2,0,19,6,13574000,3
3183,2597,4,2,0,15,4,15823500,1
889,543,2,3,0,24,6,5020500,2
3080,2555,5,2,1,26,7,15740000,3
3118,1889,3,3,0,19,8,15551000,2
3275,2473,4,1,1,17,3,16097500,4
878,677,1,1,0,9,6,4571000,3
1180,977,4,3,0,18,10,7250000,1
1462,1210,4,2,0,17,6,8139000,1
853,618,3,1,0,29,10,4858500,1
780,483,3,3,0,0,7,5360000,1
1280,1034,2,1,0,26,4,6240000,2
1424,1072,2,1,1,21,6,7238000,2
1299,909,5,2,0,3,2,7785500,1
3213,2154,1,1,0,22,8,14918500,1
1949,1239,2,3,1,6,3,10150500,1
1980,1363,3,2,0,29,9,10080000,2
2273,1676,4,3,0,25,8,11928500,1
3327,2472,5,3,1,0,6,17521500,1
3038,2353,2,3,1,27,10,14981000,4
2238,1586,4,2,0,28,2,11211000,4
2557,2239,4,1,0,24,8,12826500,1
811,607,2,3,0,7,6,5009500,3
2138,1554,1,1,0,25,1,9671000,1
983,604,1,1,0,16,6,4903500,4
2314,1804,5,3,0,28,5,12203000,3
941,734,1,1,1,7,6,5044500,3
2438,1889,5,2,1,4,1,12991000,1
2587,2241,3,2,1,0,4,13291500,4
1443,1196,2,1,1,14,7,7513500,4
2134,1835,4,1,0,3,5,11193000,3
1019,629,5,2,1,6,6,6815500,1
